account_id,observation_date,metric_group_1,metric_group_2,metric_group_3,dislike_per_month,adview_per_post,reply_per_message,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
34,2020-05-10,0.4953666518576304,-0.3119788229303515,-0.8542015917439395,2.70805020110221,0.4499168590847953,0.42857143,1.0,-0.39999998,6.0
35,2020-05-10,0.2970320122043534,-0.3119788229303515,-0.39286844488711115,3.784189633918261,0.38441169891033206,0.3846154,1.0,0.0,0.0
36,2020-05-10,0.7288083768873475,-0.8768834847249344,0.37633692406896574,2.6390573296152584,0.6751286830572669,0.32352942,1.0,0.33333337,7.0
37,2020-05-10,-1.5342622925432916,-0.8768834847249344,1.0286338824939132,2.6390573296152584,0.6286086594223741,0.46551725,1.0,-1.0,29.0
38,2020-05-10,-0.2948043296811539,-0.8768834847249344,-0.9902776435711137,1.3862943611198906,0.44183278085046734,0.2857143,1.0,-0.3333333,7.0
39,2020-05-10,0.7330477704463787,-0.3119788229303515,2.03966207720662,3.2188758248682006,1.1649873410992206,0.44,1.0,-0.5294118,2.0
40,2020-05-10,0.002138854704833239,3.1069369281782864,-1.3206311079976272,1.0986122886681098,0.32158362062746226,0.2,1.0,-0.5,28.0
41,2020-05-10,-0.18996347232450167,-0.3119788229303515,-0.15727812070492997,2.1972245773362196,1.824549292051046,0.09090909,1.0,-0.25,20.0
42,2020-05-10,1.226280501335305,-0.8768834847249344,0.5576712342878519,1.791759469228055,1.0432621800348092,0.22,1.0,0.33333337,12.0
43,2020-05-10,0.07946553653080908,-0.3119788229303515,-0.7914731533546456,0.6931471805599453,0.7178397931503168,0.05882353,1.0,0.33333337,7.0
44,2020-05-10,0.8562677175034641,0.2529258727585103,0.6840703417749885,3.8918202981106265,2.146580814647334,0.64705884,1.0,0.0,1.0
45,2020-05-10,-1.6175714907189784,-0.8768834847249344,-0.5327671785282447,0.6931471805599453,0.4054651081081644,0.75,1.0,0.5,10.0
46,2020-05-10,-0.3851755194531123,0.9115631949371487,-0.04067830415575616,2.302585092994046,0.30228088926423785,0.25,1.0,0.0,1.0
47,2020-05-10,-0.2862619775954625,3.3374538433335688,0.9655106347386985,0.0,1.4350845252893227,0.5714286,0.0,0.0,11.0
48,2020-05-10,0.24631750479384928,-0.8768834847249344,-0.4706247452980404,1.791759469228055,0.1508228917345836,1.1428572,1.0,0.18181813,1.0
49,2020-05-10,0.35293393036044024,0.4483621433967409,1.0096370163873036,2.6390573296152584,0.10629465621264837,0.41666666,1.0,-0.6666666,1.0
50,2020-05-10,0.9332519687802033,1.1522183459471695,-2.177653537690732,2.1972245773362196,0.3964152816791556,0.0,1.0,-0.7058823,3.0
51,2020-05-10,-1.7596118469526498,-0.3119788229303515,1.65879398667525,1.9459101490553132,1.3862943611198906,0.384,1.0,0.0,105.0
52,2020-05-10,-1.6935313287779294,-0.8768834847249344,-0.7949811868514048,0.6931471805599453,0.2513144393920171,0.18181819,1.0,-0.6666666,12.0
53,2020-05-10,-0.9196555432515364,-0.8768834847249344,0.8798882802676452,2.302585092994046,0.9162907318741551,0.8378378,1.0,-0.75,1.0
54,2020-05-10,-1.3504171061686698,2.2528633802819695,0.5663316363650247,0.6931471805599453,0.1335313988745226,0.25531915,1.0,0.0,3.0
55,2020-05-10,0.5997015994735178,-0.8768834847249344,0.7621950501855388,1.9459101490553132,0.8842024042791763,0.5,1.0,-0.36842108,3.0
56,2020-05-10,-0.08629522923095126,-0.3119788229303515,1.3154078531485685,2.4849066497880004,0.38865798979178323,0.2929293,1.0,0.0,3.0
57,2020-05-10,-0.38950959582337547,-0.3119788229303515,-1.1253346512779183,1.0986122886681098,1.5804504049726125,0.125,1.0,-0.875,20.0
58,2020-05-10,-0.22056834294270672,-0.8768834847249344,0.755697174425845,2.772588722239781,0.5663954965424228,0.2631579,1.0,0.8333334,0.0
59,2020-05-10,1.2526039867746668,-0.8768834847249344,2.2912365896399076,4.330733340286331,0.980829228011726,0.44493392,1.0,-0.14285713,0.0
60,2020-05-10,0.5597076084427727,-0.8768834847249344,0.9844016962768781,3.044522437723423,1.9299098238379042,0.54901963,1.0,0.25,2.0
61,2020-05-10,1.5476409781452618,-0.8768834847249344,-0.7008150633523774,4.07753744390572,0.16705409158624307,0.3,1.0,-0.14285713,1.0
62,2020-05-10,-1.9853116452542932,7.366492913408681,-1.0745866708113827,1.3862943611198906,0.6931471805599453,0.11111111,1.0,0.0,27.0
64,2020-05-10,0.5138526034224945,-0.3119788229303515,0.7339533519024036,3.4965075614664802,0.7492366399382616,0.87096775,1.0,0.16666663,0.0
65,2020-05-10,-0.6121007048970121,0.8178304667645352,-1.0745866708113827,2.70805020110221,1.0296194171811581,0.11111111,1.0,0.6,5.0
66,2020-05-10,0.3576442084611412,-0.8768834847249344,0.4336095384463946,2.9444389791664403,1.791759469228055,0.5925926,1.0,-0.6818182,0.0
68,2020-05-10,-0.8800250987321036,-0.3119788229303515,0.8418329792037853,2.70805020110221,0.6505875835324535,0.12087912,1.0,-0.6,14.0
70,2020-05-10,0.016682936840915732,-0.8768834847249344,0.4668406675149049,2.5649493574615367,1.0498221044986775,0.55172414,1.0,0.111111164,3.0
71,2020-05-10,-1.2819966405435397,3.1069369281782864,0.7042013991190895,2.302585092994046,1.252762968495368,0.6764706,1.0,-0.6666666,5.0
72,2020-05-10,0.8584658904001186,-0.3119788229303515,-0.017678439865709876,2.1972245773362196,0.762140078713563,0.3181818,1.0,0.100000024,0.0
73,2020-05-10,0.2695101302442952,-0.8768834847249344,1.055163854218733,3.4657359027997265,0.5198754700967193,0.26923078,1.0,0.33333337,0.0
74,2020-05-10,0.6362452910586711,-0.3119788229303515,0.33994953442443204,3.1354942159291497,1.137527698810913,0.41379312,1.0,0.33333337,8.0
75,2020-05-10,0.10082471164400204,-0.8768834847249344,-1.5099305418441868,3.1354942159291497,0.6131044803864089,0.0,1.0,0.0,4.0
76,2020-05-10,-0.04095355267169832,1.6719041410059534,1.2557661997233185,3.1354942159291497,0.1451820098444979,0.21100917,1.0,-0.5,0.0
77,2020-05-10,-0.5740424812924573,-0.3119788229303515,3.225861449430466,2.8903717578961645,0.9985288248479692,0.44481054,1.0,-0.85714287,20.0
78,2020-05-10,-0.7237560303538563,-0.8768834847249344,0.7761825124768217,2.3978952727983707,0.5819215542732502,0.19117647,1.0,-1.0,36.0
79,2020-05-10,0.6824238255445307,-0.3119788229303515,1.3926931647931522,3.8918202981106265,0.02489755158894031,0.6438356,1.0,-0.39999998,1.0
80,2020-05-10,-1.7564123371903486,-0.8768834847249344,0.13029248688272152,0.0,0.5108256437659905,0.55,0.0,0.0,0.0
81,2020-05-10,0.5240308041232425,0.4935810545963615,-0.6411734099271276,3.4657359027997265,0.762140078713563,0.44444445,1.0,-0.28571427,1.0
82,2020-05-10,1.403684628101955,-0.8768834847249344,-1.7363126437847793,2.833213344056216,0.8903152717866837,0.0,1.0,-0.17647058,1.0
83,2020-05-10,1.9569200058256837,-0.8768834847249344,-2.177653537690732,2.5649493574615367,1.2087234222504104,0.0,1.0,0.1428572,1.0
84,2020-05-10,0.08449816919292566,-0.8768834847249344,-0.8129695801992018,2.4849066497880004,0.22778393605589714,0.6666667,1.0,-0.6,2.0
85,2020-05-10,0.02643992965005229,2.801713498489398,0.36923870978312096,3.4965075614664802,0.3136575569319647,0.6,1.0,0.0,8.0
88,2020-05-10,-0.2950903487247015,-0.8768834847249344,-1.8437920397674596,1.6094379124341003,0.6061357853884972,0.0,1.0,-0.75,28.0
90,2020-05-10,0.24725136510877163,-0.3119788229303515,0.03717368172204295,1.3862943611198906,0.37320425113584454,0.8,1.0,0.5,3.0
91,2020-05-10,-0.7017961010068219,1.3535709070933097,-0.9902776435711137,0.6931471805599453,0.9162907318741551,0.2857143,1.0,0.0,18.0
92,2020-05-10,1.3286823799453786,-0.3119788229303515,2.9680752582909493,4.406719247264253,0.7818372228023388,0.31868133,1.0,0.21428573,2.0
93,2020-05-10,-0.023381185635090177,0.2529258727585103,0.8580312387560182,3.258096538021482,1.1526795204647011,0.71794873,1.0,0.0,4.0
94,2020-05-10,-1.1397363185235303,-0.8768834847249344,-0.8827982475884332,2.6390573296152584,0.762140078713563,0.22222222,1.0,2.0,16.0
95,2020-05-10,1.5751957632620939,-0.8768834847249344,-0.5489367496651605,2.9444389791664403,1.5621850340351677,0.10526316,1.0,0.375,1.0
96,2020-05-10,0.22853256973024877,-0.8768834847249344,-0.2235612639914267,1.3862943611198906,1.7404661748405046,0.5,1.0,0.0,4.0
97,2020-05-10,-1.568213835327357,0.2529258727585103,-0.2924872631902757,1.3862943611198906,0.6931471805599453,0.5833333,1.0,0.0,64.0
98,2020-05-10,-0.3839000786992117,-0.3119788229303515,0.13628950975587056,1.0986122886681098,0.9985288248479692,0.12195122,1.0,-0.36363637,7.0
99,2020-05-10,-0.5077674467705973,-0.8768834847249344,-0.9065243202870352,2.0794415416798357,0.1335313988745226,0.0,1.0,1.5,0.0
100,2020-05-10,1.416889763830564,-0.3119788229303515,0.3417721025628858,3.4965075614664802,0.315695107795477,0.4814815,1.0,-0.25,0.0
101,2020-05-10,-1.13158140366306,-0.8768834847249344,1.2686484479597837,1.6094379124341003,2.0541237336955462,0.44155845,1.0,-1.0,46.0
103,2020-05-10,-0.1777046552260473,-0.3119788229303515,-1.7363126437847793,1.0986122886681098,0.5679840476059392,0.0,1.0,-0.25,4.0
104,2020-05-10,-1.297018840384482,1.7171229399531944,0.5135682728349601,1.6094379124341003,0.0,0.33333334,1.0,1.5,6.0
105,2020-05-10,-0.3493192503107533,0.2529258727585103,1.1568846039278446,1.3862943611198906,0.7576856860725165,0.35526314,1.0,2.5,2.0
106,2020-05-10,-0.43669168063643465,0.7886662114044479,1.5531034087803992,1.791759469228055,1.0678406268763558,0.40366971,1.0,0.0,0.0
108,2020-05-10,1.6846502242744763,-0.8768834847249344,-0.746722195761259,3.8066624897703196,0.4614797540208124,0.33333334,1.0,1.0,4.0
109,2020-05-10,-0.46807566654076943,1.0132668390856028,-1.3206311079976272,1.0986122886681098,0.7472144439354833,0.2,1.0,0.5,2.0
110,2020-05-10,1.312244764714084,-0.16019906899913816,-0.5514257390415503,2.5649493574615367,0.6789625324251317,0.21428572,1.0,0.06666672,0.0
111,2020-05-10,-0.3750054367465957,0.4483621433967409,0.3750032316313961,0.0,0.4054651081081644,0.44827586,0.0,-0.14285713,4.0
112,2020-05-10,-0.12852774844954315,1.382735230241955,-1.8497890626406086,1.9459101490553132,0.7801585200495744,1.0,1.0,-0.5,18.0
113,2020-05-10,-1.1188312503806228,-0.8768834847249344,-0.8792902140916741,1.6094379124341003,0.16705409158624307,0.071428575,1.0,0.0,16.0
114,2020-05-10,1.1320705775444018,-0.3119788229303515,-0.29935119540525335,2.8903717578961645,0.8239174272270108,0.3125,1.0,-0.18181819,1.0
115,2020-05-10,1.7487645918758654,-0.8768834847249344,-0.748652805909808,2.0794415416798357,0.34032580209104907,0.5714286,1.0,0.0,6.0
119,2020-05-10,-1.073325061726043,-0.8768834847249344,-0.5549337725383096,2.1972245773362196,0.07410797501086476,0.5555556,1.0,0.0,1.0
120,2020-05-10,1.227379296014838,-0.8768834847249344,-0.5514257390415503,2.70805020110221,1.9187591599893625,0.21428572,1.0,-0.3333333,0.0
121,2020-05-10,1.652684944506249,1.6719041410059534,0.6491050873796924,5.043425116919247,0.22006188786322142,0.42857143,2.0,2.0,6.0
122,2020-05-10,-1.538611787839694,1.1069994453170917,2.1482214851037766,1.791759469228055,1.8718021769015913,0.5423729,1.0,-0.5,11.0
124,2020-05-10,-2.00909275190185,-0.8768834847249344,-0.2367748917945003,1.0986122886681098,0.22314355131420976,0.6666667,1.0,0.0,125.0
125,2020-05-10,-0.7471433172143244,0.2529258727585103,1.4773933491588007,0.6931471805599453,0.4626235256518167,0.47311828,1.0,-0.3333333,10.0
126,2020-05-10,0.29596197231435273,2.1430761965690475,-0.5996847301316961,1.3862943611198906,1.819158416389142,0.11764706,1.0,0.20000005,3.0
128,2020-05-10,-1.0321370444494002,-0.3119788229303515,-1.9823570809710238,0.6931471805599453,1.1631508098056809,0.0,1.0,-1.0,37.0
130,2020-05-10,-0.9144438706433311,-0.8768834847249344,-0.21507525174188769,2.302585092994046,0.7884573603642703,0.051282052,1.0,-0.5,8.0
131,2020-05-10,-0.1557913758959406,-0.8768834847249344,2.202879760589873,0.0,0.7453329066118711,0.37168142,0.0,-0.25,0.0
132,2020-05-10,1.2175234323648292,-0.3119788229303515,-0.66241316852099,3.5263605246161616,0.5965203373346417,0.71428573,1.0,-0.0714286,4.0
134,2020-05-10,-0.9552552121503934,1.6719041410059534,0.8050375254214437,2.3978952727983707,0.6359887726023497,0.45652175,1.0,0.0,2.0
135,2020-05-10,0.004041241429902078,-0.3119788229303515,-1.0745866708113827,0.6931471805599453,1.0116009116784799,0.11111111,1.0,-0.5,13.0
136,2020-05-10,0.23225995677948993,6.467200440220022,-0.66241316852099,1.9459101490553132,0.16705409158624307,0.71428573,1.0,1.0,5.0
137,2020-05-10,0.9236616436956151,0.8178304667645352,-0.9335462280549688,2.1972245773362196,0.9162907318741551,0.25,1.0,-0.3333333,2.0
138,2020-05-10,-0.33973121725242944,0.34665849924828684,0.42159518246067773,1.9459101490553132,0.6931471805599453,0.16,1.0,0.75,4.0
139,2020-05-10,-1.2516224211419253,3.1069369281782864,-1.0745866708113827,0.0,0.9162907318741551,0.11111111,0.0,0.0,28.0
140,2020-05-10,-2.016207309731093,3.1069369281782864,-0.8009782097245539,0.6931471805599453,0.0,1.0,1.0,0.0,19.0
141,2020-05-10,0.2700171319059543,0.2529258727585103,0.8558665120470628,3.828641396489095,1.0560526742493137,0.4489796,1.0,4.0,1.0
142,2020-05-10,2.5474615995502963,-0.3119788229303515,2.8315341320394305,4.007333185232471,0.5165236590851738,0.4831169,1.0,0.13333333,0.0
143,2020-05-10,2.357437956844581,-0.3119788229303515,-1.7363126437847793,3.4011973816621555,0.35981960331051166,0.0,1.0,0.0,19.0
144,2020-05-10,1.324197390277587,-0.8768834847249344,0.1199471327367107,2.70805020110221,0.5804740259457407,1.3333334,2.0,-0.28571427,0.0
146,2020-05-10,0.14274007045293757,-0.8768834847249344,1.47270185938565,1.6094379124341003,0.26381459684223907,0.3960396,1.0,1.5,5.0
147,2020-05-10,1.1832425359111185,0.8338851366967901,3.012504866635398,4.04305126783455,0.5433728687822675,0.3280142,1.0,-0.111111104,2.0
148,2020-05-10,2.4986145512643505,-0.3119788229303515,-0.8872178471133719,2.833213344056216,0.7178397931503168,0.8,1.0,0.35000002,2.0
149,2020-05-10,0.0659967705824089,-0.3119788229303515,-0.2924872631902757,0.0,0.8007778325074129,0.5833333,0.0,-0.39999998,7.0
150,2020-05-10,0.3462161803873515,-0.3119788229303515,1.706958346338244,2.772588722239781,0.18632958059149338,0.4871795,1.0,-0.15384614,3.0
151,2020-05-10,1.8225732222703586,-0.8768834847249344,-1.5742473161335808,3.7612001156935624,1.5184661580378973,0.0,2.0,-1.0,24.0
152,2020-05-10,-0.00700971615694618,-0.3119788229303515,-0.6203517382403994,2.1972245773362196,1.1526795204647011,0.25,1.0,0.33333337,4.0
153,2020-05-10,1.3269486952605636,0.4463801891435866,1.5177496511073563,2.833213344056216,1.3995983443673987,0.36036035,1.0,0.38888884,0.0
154,2020-05-10,-0.2747500451148048,0.7886662114044479,2.5679137773584206,3.091042453358316,0.5108256437659905,0.23557693,1.0,3.0,0.0
155,2020-05-10,-1.6483638488297174,-0.8768834847249344,0.7508613430991148,1.0986122886681098,0.20067069364396928,0.5121951,1.0,0.0,65.0
156,2020-05-10,-0.183590328601163,-0.8768834847249344,-1.356544013452625,2.302585092994046,0.11000089542266188,0.0,1.0,-0.25,9.0
157,2020-05-10,-0.8507444448929522,3.6718416238671483,0.9219790981660634,2.0794415416798357,0.21357410183652062,0.5416667,1.0,0.0,5.0
159,2020-05-10,1.0518055683230219,1.6879586845931076,-1.2760806883406468,2.9444389791664403,0.42781240348524396,0.0,1.0,0.0,28.0
160,2020-05-10,-0.660449939863925,3.1069369281782864,-1.7363126437847793,1.791759469228055,0.6931471805599453,0.0,1.0,-0.75,15.0
161,2020-05-10,0.8340121478252547,0.7230388359401038,-0.3699693254248493,2.0794415416798357,0.5913644791071457,0.071428575,1.0,-0.41176468,2.0
162,2020-05-10,1.9585345297223957,1.7171229399531944,-1.9823570809710238,1.791759469228055,0.13499516453750482,0.0,1.0,-0.64285713,8.0
163,2020-05-10,0.3445041115338461,1.3535709070933097,2.05163761437534,1.791759469228055,0.44183278085046734,0.45142856,1.0,-0.5,4.0
164,2020-05-10,-2.3698546905941167,-0.8768834847249344,1.254937098009161,1.6094379124341003,0.0,0.42857143,1.0,0.0,0.0
165,2020-05-10,-0.8467128589523525,0.4483621433967409,2.1234755706620723,1.0986122886681098,0.44183278085046734,0.48087433,1.0,0.0,2.0
166,2020-05-10,-1.1104889428040436,0.8178304667645352,0.9584502838145761,1.791759469228055,0.23638878859054607,0.54,1.0,0.0,94.0
169,2020-05-10,2.4094746623059713,0.2529258727585103,-0.3699693254248493,4.290459441148391,0.793565925759222,0.14285715,2.0,-1.4285715,0.0
170,2020-05-10,-0.3870056177171088,-0.8768834847249344,-1.216659745511706,1.6094379124341003,0.965080896043587,0.5,1.0,0.0,27.0
171,2020-05-10,0.7580844312462061,-0.8768834847249344,0.9010752791870086,2.6390573296152584,0.14705341658897528,0.30645162,1.0,0.25,5.0
172,2020-05-10,-2.594430997946582,-0.3119788229303515,-1.8497890626406086,1.0986122886681098,0.0,1.0,1.0,-1.0,31.0
174,2020-05-10,0.9771523991180233,-0.3119788229303515,1.160232801552268,4.007333185232471,0.48439236312640666,0.6909091,1.0,-0.2777778,4.0
175,2020-05-10,0.41118981326529735,-0.030047641839320127,0.7931737567949383,3.2188758248682006,1.3694872597526617,0.42553192,1.0,-0.055555582,2.0
176,2020-05-10,2.824605351089862,-0.8768834847249344,-1.1193376284047694,3.6375861597263857,1.1993377791737034,0.0,1.0,0.3571428,0.0
179,2020-05-10,0.5612312725863275,-0.8768834847249344,-1.3206311079976272,1.9459101490553132,0.532804528310853,0.2,1.0,-0.39999998,6.0
180,2020-05-10,1.3472655392734225,-0.3119788229303515,0.7048966775685884,3.4011973816621555,1.7532496433345393,0.1904762,1.0,-0.058823526,0.0
181,2020-05-10,0.14286414100837366,0.5873136502583078,2.5584853105267413,3.8918202981106265,0.2706458770517904,0.43278688,1.0,0.25,0.0
182,2020-05-10,0.5532256023204644,-0.8768834847249344,0.8719095329046535,2.4849066497880004,0.8043728077754327,0.3962264,1.0,0.5,12.0
183,2020-05-10,-0.07928456494485228,-0.8768834847249344,1.0726772828676194,2.4849066497880004,0.16034265563073485,0.3939394,1.0,-0.75,1.0
184,2020-05-10,1.6780252713535626,0.02832527561158704,-2.177653537690732,1.791759469228055,0.8013607523796651,0.0,1.0,0.39999998,0.0
185,2020-05-10,1.310102053112226,-0.3119788229303515,2.8489978984839834,3.8066624897703196,0.3841877010587289,0.38990825,1.0,0.0,0.0
186,2020-05-10,0.4983607299663322,0.8178304667645352,2.179493586021823,2.302585092994046,1.791759469228055,0.41826922,1.0,-0.28571427,6.0
187,2020-05-10,0.6335961013768134,0.7230388359401038,1.1494054925415866,0.6931471805599453,0.45020103319955523,0.14655173,1.0,0.25,0.0
188,2020-05-10,0.8926944866120748,-0.8768834847249344,-2.177653537690732,1.0986122886681098,1.082611929579733,0.0,1.0,-0.6363636,9.0
189,2020-05-10,2.380270372351828,-0.8768834847249344,1.2469522774416821,4.04305126783455,0.19569605150430197,0.41025642,1.0,0.0,0.0
190,2020-05-10,-0.021592783893226938,-0.3119788229303515,-0.2264366209286529,1.3862943611198906,0.7419373447293773,0.375,1.0,1.5,3.0
191,2020-05-10,0.11575942915681948,1.1522183459471695,-1.4084481687346557,1.0986122886681098,0.7259370195119682,0.25,1.0,0.6666666,4.0
193,2020-05-10,-0.7678395036673077,-0.3119788229303515,1.2163837012253298,2.302585092994046,1.7346010259763411,0.46478873,1.0,0.0,19.0
194,2020-05-10,0.6284554159474397,0.2529258727585103,-0.9185183660333334,2.772588722239781,0.2910547660213293,0.5,1.0,0.0,6.0
196,2020-05-10,1.216341638343396,-0.3119788229303515,0.2633802665547999,3.713572066704308,0.6148153272900383,0.13043478,1.0,-0.3,3.0
197,2020-05-10,-1.2789836763723903,0.2529258727585103,-0.3133089348770037,0.6931471805599453,0.08701137615629645,1.0,1.0,0.0,0.0
198,2020-05-10,-0.438698543810888,-0.8768834847249344,1.7982705104268564,2.1972245773362196,0.30421137768168,0.34868422,1.0,0.0,2.0
199,2020-05-10,-2.272677746229172,-0.8768834847249344,2.0176766122172305,1.791759469228055,0.0,0.37096775,1.0,-1.0,31.0
201,2020-05-10,-1.6618265629111237,-0.3119788229303515,-1.8437920397674596,1.3862943611198906,1.6094379124341003,0.0,1.0,0.0,2.0
202,2020-05-10,-0.07713900618640541,0.2529258727585103,1.5291479966825046,2.4849066497880004,0.7654678421395714,0.36936936,1.0,2.0,1.0
203,2020-05-10,0.7589850732254666,-0.8768834847249344,-0.5148029524062679,2.9444389791664403,0.8909729238898652,0.33333334,1.0,0.23076928,3.0
204,2020-05-10,0.705747148130353,-0.8768834847249344,0.33994953442443204,2.995732273553991,0.4681361991830895,0.41379312,1.0,0.625,4.0
205,2020-05-10,-1.0913555763423672,-0.3119788229303515,3.5872932356118716,1.0986122886681098,0.24116206253117378,0.35276383,1.0,0.0,123.0
207,2020-05-10,0.6329022988917347,1.1069994453170917,-0.2718202550815725,4.356708826689592,0.8391011302200614,0.29411766,1.0,-0.5,2.0
208,2020-05-10,1.5482274756724221,-0.8768834847249344,-0.6919213903936632,2.8903717578961645,0.8418924775926527,0.5,1.0,1.0,6.0
209,2020-05-10,1.2170573458956373,0.2529258727585103,0.4195536512883763,2.1972245773362196,0.5108256437659905,0.09375,1.0,0.03571427,0.0
210,2020-05-10,-0.4478261976948398,-0.8768834847249344,3.254562108196906,0.6931471805599453,0.2876820774517809,0.42211837,1.0,0.6666666,7.0
211,2020-05-10,-0.23077726448439315,1.9024209957060216,0.9691464691060584,0.6931471805599453,0.5596157879354227,0.12745099,1.0,-0.3076923,2.0
212,2020-05-10,0.15779025042983094,-0.8768834847249344,0.42343099978516047,1.6094379124341003,0.6190392153293004,0.46666667,1.0,-0.3,5.0
213,2020-05-10,-0.13883553996128498,2.817767974287994,0.115264624861086,2.70805020110221,0.2682639960064441,0.30769232,1.0,0.0,10.0
214,2020-05-10,1.030168115962788,-0.8768834847249344,-0.20360570925565338,3.6635616461296463,0.8624880178409777,0.016666668,1.0,0.1428572,5.0
215,2020-05-10,-0.22858129248311015,-0.8768834847249344,-0.2556370961211167,2.6390573296152584,0.328504074972036,0.4,1.0,0.0,2.0
216,2020-05-10,-0.10526761798261998,-0.8768834847249344,0.9327495081989797,1.3862943611198906,0.3545450212629971,0.49019608,1.0,-0.8333333,22.0
217,2020-05-10,-0.80644093726036,0.2529258727585103,-0.3669535654291046,2.1972245773362196,1.5040773967762742,0.14285715,1.0,1.5,0.0
218,2020-05-10,-0.39467654139259345,-0.3119788229303515,0.007910604639612946,2.4849066497880004,0.5007752879124892,1.0,1.0,0.125,2.0
219,2020-05-10,0.6930746361799845,-0.8768834847249344,1.4510665602807762,3.4339872044851463,0.8873032244126672,1.0,2.0,-0.57142854,4.0
