account_id,observation_date,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
72,2020-05-10,85.0,11.0,49.0,56.0,8.0,0.33333334,22.0,7.0,1.1428572,0.3181818,2.2272727,0.0,1.0,0.100000024,0.0
73,2020-05-10,42.0,8.0,44.0,30.0,31.0,0.0,78.0,21.0,0.6818182,0.26923078,0.5641026,0.0,1.0,0.33333337,0.0
74,2020-05-10,108.0,4.0,42.0,89.0,22.0,0.33333334,29.0,12.0,2.1190476,0.41379312,1.4482758,0.0,1.0,0.33333337,8.0
75,2020-05-10,48.0,2.0,26.0,22.0,22.0,0.0,7.0,0.0,0.84615386,0.0,3.7142856,0.0,1.0,0.0,4.0
76,2020-05-10,60.0,3.0,64.0,10.0,22.0,0.6666667,109.0,23.0,0.15625,0.21100917,0.58715594,0.33333334,1.0,-0.5,0.0
77,2020-05-10,190.0,1.0,7.0,12.0,17.0,0.33333334,607.0,270.0,1.7142857,0.44481054,0.011532125,0.0,1.0,-0.85714287,20.0
78,2020-05-10,52.0,0.0,19.0,15.0,10.0,0.0,68.0,13.0,0.7894737,0.19117647,0.27941176,0.0,1.0,-1.0,36.0
79,2020-05-10,92.0,6.0,238.0,6.0,48.0,0.33333334,73.0,47.0,0.025210084,0.6438356,3.260274,0.0,1.0,-0.39999998,1.0
80,2020-05-10,13.0,0.0,3.0,2.0,0.0,0.0,20.0,11.0,0.6666667,0.55,0.15,0.0,0.0,0.0,0.0
81,2020-05-10,141.0,20.0,14.0,16.0,31.0,0.6666667,9.0,4.0,1.1428572,0.44444445,1.5555556,0.05,1.0,-0.28571427,1.0
82,2020-05-10,217.0,14.0,39.0,56.0,16.0,0.0,4.0,0.0,1.4358975,0.0,9.75,0.0,1.0,-0.17647058,1.0
83,2020-05-10,123.0,8.0,63.0,148.0,12.0,0.0,1.0,0.0,2.3492064,0.0,63.0,0.0,1.0,0.1428572,1.0
84,2020-05-10,24.0,2.0,43.0,11.0,11.0,0.0,6.0,4.0,0.25581396,0.6666667,7.1666665,0.0,1.0,-0.6,2.0
85,2020-05-10,24.0,6.0,38.0,14.0,32.0,1.3333334,25.0,15.0,0.36842105,0.6,1.52,0.33333334,1.0,0.0,8.0
88,2020-05-10,57.0,1.0,12.0,10.0,4.0,0.0,3.0,0.0,0.8333333,0.0,4.0,0.0,1.0,-0.75,28.0
90,2020-05-10,61.0,3.0,42.0,19.0,3.0,0.33333334,15.0,12.0,0.45238096,0.8,2.8,0.0,1.0,0.5,3.0
91,2020-05-10,17.0,4.0,6.0,9.0,1.0,0.6666667,7.0,2.0,1.5,0.2857143,0.85714287,0.25,1.0,0.0,18.0
92,2020-05-10,235.0,17.0,124.0,147.0,81.0,0.33333334,546.0,174.0,1.1854838,0.31868133,0.22710623,0.0,1.0,0.21428573,2.0
93,2020-05-10,139.0,4.0,12.0,26.0,25.0,0.6666667,39.0,28.0,2.1666667,0.71794873,0.30769232,0.0,1.0,0.0,4.0
94,2020-05-10,2.0,3.0,7.0,8.0,13.0,0.0,9.0,2.0,1.1428572,0.22222222,0.7777778,0.0,1.0,2.0,16.0
95,2020-05-10,282.0,11.0,65.0,245.0,18.0,0.0,19.0,2.0,3.7692308,0.10526316,3.4210527,0.0,1.0,0.375,1.0
96,2020-05-10,42.0,3.0,20.0,94.0,3.0,0.0,14.0,7.0,4.7,0.5,1.4285715,0.0,1.0,0.0,4.0
97,2020-05-10,7.0,0.0,5.0,5.0,3.0,0.6666667,12.0,7.0,1.0,0.5833333,0.41666666,0.0,1.0,0.0,64.0
98,2020-05-10,52.0,7.0,7.0,12.0,2.0,0.33333334,41.0,5.0,1.7142857,0.12195122,0.17073171,0.0,1.0,-0.36363637,7.0
99,2020-05-10,11.0,10.0,21.0,3.0,7.0,0.0,27.0,0.0,0.14285715,0.0,0.7777778,0.0,1.0,1.5,0.0
100,2020-05-10,494.0,6.0,132.0,49.0,32.0,0.33333334,27.0,13.0,0.37121212,0.4814815,4.888889,0.0,1.0,-0.25,0.0
101,2020-05-10,14.0,0.0,5.0,34.0,4.0,0.0,77.0,34.0,6.8,0.44155845,0.064935066,0.0,1.0,-1.0,46.0
103,2020-05-10,18.0,3.0,17.0,13.0,2.0,0.33333334,4.0,0.0,0.7647059,0.0,4.25,0.0,1.0,-0.25,4.0
104,2020-05-10,21.0,5.0,0.0,6.0,4.0,1.0,39.0,13.0,0.0,0.33333334,0.0,0.2,1.0,1.5,6.0
105,2020-05-10,19.0,7.0,15.0,17.0,3.0,0.6666667,76.0,27.0,1.1333333,0.35526314,0.19736843,0.0,1.0,2.5,2.0
106,2020-05-10,31.0,4.0,11.0,21.0,5.0,0.33333334,109.0,44.0,1.9090909,0.40366971,0.10091743,0.25,1.0,0.0,0.0
108,2020-05-10,74.0,10.0,162.0,95.0,44.0,0.0,9.0,3.0,0.58641976,0.33333334,18.0,0.0,1.0,1.0,4.0
109,2020-05-10,11.0,6.0,9.0,10.0,2.0,0.6666667,5.0,1.0,1.1111112,0.2,1.8,0.16666667,1.0,0.5,2.0
110,2020-05-10,40.0,32.0,71.0,69.0,12.0,0.33333334,14.0,3.0,0.97183096,0.21428572,5.071429,0.03125,1.0,0.06666672,0.0
111,2020-05-10,21.0,6.0,18.0,9.0,0.0,0.33333334,29.0,13.0,0.5,0.44827586,0.62068963,0.16666667,0.0,-0.14285713,4.0
112,2020-05-10,32.0,1.0,11.0,13.0,6.0,1.3333334,1.0,1.0,1.1818181,1.0,11.0,0.0,1.0,-0.5,18.0
113,2020-05-10,4.0,4.0,11.0,2.0,4.0,0.0,14.0,1.0,0.18181819,0.071428575,0.78571427,0.0,1.0,0.0,16.0
114,2020-05-10,95.0,9.0,68.0,87.0,17.0,0.33333334,16.0,5.0,1.2794118,0.3125,4.25,0.0,1.0,-0.18181819,1.0
115,2020-05-10,215.0,4.0,185.0,75.0,7.0,0.0,7.0,4.0,0.4054054,0.5714286,26.428572,0.0,1.0,0.0,6.0
119,2020-05-10,19.0,1.0,13.0,1.0,8.0,0.0,9.0,5.0,0.07692308,0.5555556,1.4444444,0.0,1.0,0.0,1.0
120,2020-05-10,488.0,6.0,32.0,186.0,14.0,0.0,14.0,3.0,5.8125,0.21428572,2.2857144,0.0,1.0,-0.3333333,0.0
121,2020-05-10,220.0,12.0,260.0,32.0,154.0,0.6666667,56.0,12.0,0.24615385,0.42857143,9.285714,0.33333334,2.0,2.0,6.0
122,2020-05-10,1.0,3.0,2.0,11.0,5.0,0.33333334,177.0,96.0,5.5,0.5423729,0.011299435,0.33333334,1.0,-0.5,11.0
124,2020-05-10,0.0,0.0,8.0,2.0,2.0,0.0,12.0,8.0,0.25,0.6666667,0.6666667,0.0,1.0,0.0,125.0
125,2020-05-10,17.0,2.0,17.0,10.0,1.0,0.6666667,93.0,44.0,0.5882353,0.47311828,0.1827957,0.0,1.0,-0.3333333,10.0
126,2020-05-10,113.0,6.0,12.0,62.0,3.0,1.3333334,17.0,2.0,5.1666665,0.11764706,0.7058824,0.16666667,1.0,0.20000005,3.0
128,2020-05-10,14.0,0.0,5.0,11.0,1.0,0.33333334,2.0,0.0,2.2,0.0,2.5,0.0,1.0,-1.0,37.0
130,2020-05-10,21.0,4.0,5.0,6.0,9.0,0.0,39.0,2.0,1.2,0.051282052,0.12820514,0.0,1.0,-0.5,8.0
131,2020-05-10,42.0,3.0,28.0,31.0,0.0,0.0,226.0,84.0,1.1071428,0.37168142,0.123893805,0.0,0.0,-0.25,0.0
132,2020-05-10,36.0,13.0,76.0,62.0,33.0,0.33333334,7.0,5.0,0.81578946,0.71428573,10.857142,0.0,1.0,-0.0714286,4.0
134,2020-05-10,9.0,3.0,9.0,8.0,10.0,0.6666667,46.0,21.0,0.8888889,0.45652175,0.19565217,0.33333334,1.0,0.0,2.0
135,2020-05-10,53.0,3.0,16.0,28.0,1.0,0.33333334,9.0,1.0,1.75,0.11111111,1.7777778,0.0,1.0,-0.5,13.0
136,2020-05-10,199.0,2.0,33.0,6.0,6.0,1.6666666,7.0,5.0,0.18181819,0.71428573,4.714286,1.5,1.0,1.0,5.0
137,2020-05-10,86.0,14.0,32.0,48.0,8.0,1.0,8.0,2.0,1.5,0.25,4.0,0.0,1.0,-0.3333333,2.0
138,2020-05-10,86.0,7.0,8.0,8.0,6.0,0.33333334,50.0,8.0,1.0,0.16,0.16,0.14285715,1.0,0.75,4.0
139,2020-05-10,55.0,1.0,2.0,3.0,0.0,0.33333334,9.0,1.0,1.5,0.11111111,0.22222222,1.0,0.0,0.0,28.0
140,2020-05-10,7.0,1.0,0.0,2.0,1.0,0.33333334,5.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,19.0
141,2020-05-10,283.0,5.0,16.0,30.0,45.0,0.6666667,49.0,22.0,1.875,0.4489796,0.3265306,0.0,1.0,4.0,1.0
142,2020-05-10,1719.0,17.0,630.0,426.0,54.0,0.33333334,385.0,186.0,0.6761905,0.4831169,1.6363636,0.0,1.0,0.13333333,0.0
143,2020-05-10,307.0,2.0,381.0,165.0,29.0,0.33333334,4.0,0.0,0.43307087,0.0,95.25,0.0,1.0,0.0,19.0
144,2020-05-10,40.0,12.0,122.0,48.0,14.0,0.0,18.0,12.0,0.78688526,1.3333334,13.555555,0.0,2.0,-0.28571427,0.0
146,2020-05-10,27.0,10.0,53.0,16.0,4.0,0.0,101.0,40.0,0.3018868,0.3960396,0.5247525,0.0,1.0,1.5,5.0
147,2020-05-10,457.0,8.0,133.0,96.0,56.0,0.6666667,564.0,185.0,0.7218045,0.3280142,0.2358156,0.125,1.0,-0.111111104,2.0
148,2020-05-10,266.0,27.0,160.0,168.0,16.0,0.33333334,5.0,4.0,1.05,0.8,32.0,0.0,1.0,0.35000002,2.0
149,2020-05-10,52.0,3.0,22.0,27.0,0.0,0.33333334,12.0,7.0,1.2272727,0.5833333,1.8333334,0.0,0.0,-0.39999998,7.0
150,2020-05-10,32.0,11.0,83.0,17.0,15.0,0.33333334,117.0,57.0,0.20481928,0.4871795,0.7094017,0.0,1.0,-0.15384614,3.0
151,2020-05-10,144.0,6.0,92.0,164.0,42.0,0.0,6.0,0.0,3.5652175,0.0,30.666666,0.0,2.0,-1.0,24.0
152,2020-05-10,35.0,8.0,12.0,26.0,8.0,0.33333334,12.0,3.0,2.1666667,0.25,1.0,0.0,1.0,0.33333337,4.0
153,2020-05-10,208.0,25.0,56.0,171.0,16.0,0.6666667,111.0,40.0,3.0535715,0.36036035,0.5045045,0.04,1.0,0.38888884,0.0
154,2020-05-10,43.0,4.0,24.0,16.0,21.0,0.33333334,416.0,98.0,0.6666667,0.23557693,0.057692308,0.25,1.0,3.0,0.0
155,2020-05-10,7.0,0.0,9.0,2.0,2.0,0.0,41.0,21.0,0.22222222,0.5121951,0.2195122,0.0,1.0,0.0,65.0
156,2020-05-10,16.0,3.0,43.0,5.0,9.0,0.0,10.0,0.0,0.11627907,0.0,4.3,0.0,1.0,-0.25,9.0
157,2020-05-10,22.0,1.0,21.0,5.0,7.0,0.6666667,48.0,26.0,0.23809524,0.5416667,0.4375,1.0,1.0,0.0,5.0
159,2020-05-10,105.0,2.0,118.0,63.0,18.0,0.33333334,12.0,0.0,0.5338983,0.0,9.833333,0.5,1.0,0.0,28.0
160,2020-05-10,25.0,1.0,9.0,9.0,5.0,0.33333334,4.0,0.0,1.0,0.0,2.25,1.0,1.0,-0.75,15.0
161,2020-05-10,592.0,10.0,31.0,25.0,7.0,0.6666667,28.0,2.0,0.8064516,0.071428575,1.1071428,0.1,1.0,-0.41176468,2.0
162,2020-05-10,80.0,5.0,256.0,37.0,5.0,1.0,2.0,0.0,0.14453125,0.0,128.0,0.2,1.0,-0.64285713,8.0
163,2020-05-10,101.0,4.0,63.0,35.0,5.0,0.6666667,175.0,79.0,0.5555556,0.45142856,0.36,0.25,1.0,-0.5,4.0
164,2020-05-10,5.0,0.0,0.0,1.0,4.0,0.0,77.0,33.0,0.0,0.42857143,0.0,0.0,1.0,0.0,0.0
165,2020-05-10,13.0,6.0,9.0,5.0,2.0,0.33333334,183.0,88.0,0.5555556,0.48087433,0.04918033,0.16666667,1.0,0.0,2.0
166,2020-05-10,34.0,0.0,15.0,4.0,5.0,1.0,50.0,27.0,0.26666668,0.54,0.3,0.0,1.0,0.0,94.0
169,2020-05-10,852.0,8.0,284.0,172.0,72.0,0.6666667,28.0,2.0,1.2112676,0.14285715,20.285715,0.0,2.0,-1.4285715,0.0
170,2020-05-10,47.0,2.0,8.0,13.0,4.0,0.0,4.0,2.0,1.625,0.5,2.0,0.0,1.0,0.0,27.0
171,2020-05-10,320.0,5.0,101.0,16.0,13.0,0.0,62.0,19.0,0.15841584,0.30645162,1.6290323,0.0,1.0,0.25,5.0
172,2020-05-10,1.0,0.0,0.0,1.0,2.0,0.33333334,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,31.0
174,2020-05-10,183.0,13.0,69.0,43.0,54.0,0.33333334,55.0,38.0,0.6231884,0.6909091,1.2545455,0.0,1.0,-0.2777778,4.0
175,2020-05-10,82.0,17.0,15.0,44.0,24.0,0.33333334,47.0,20.0,2.9333334,0.42553192,0.31914893,0.05882353,1.0,-0.055555582,2.0
176,2020-05-10,312.0,19.0,346.0,802.0,37.0,0.0,17.0,0.0,2.317919,0.0,20.352942,0.0,1.0,0.3571428,0.0
179,2020-05-10,224.0,3.0,27.0,19.0,6.0,0.0,5.0,1.0,0.7037037,0.2,5.4,0.0,1.0,-0.39999998,6.0
180,2020-05-10,83.0,16.0,75.0,358.0,29.0,0.33333334,63.0,12.0,4.7733335,0.1904762,1.1904762,0.0,1.0,-0.058823526,0.0
181,2020-05-10,42.0,5.0,74.0,23.0,48.0,0.33333334,305.0,132.0,0.3108108,0.43278688,0.24262296,0.2,1.0,0.25,0.0
182,2020-05-10,214.0,6.0,34.0,42.0,11.0,0.0,53.0,21.0,1.2352941,0.3962264,0.6415094,0.0,1.0,0.5,12.0
183,2020-05-10,74.0,1.0,69.0,12.0,11.0,0.0,66.0,26.0,0.17391305,0.3939394,1.0454545,0.0,1.0,-0.75,1.0
184,2020-05-10,233.0,14.0,35.0,43.0,5.0,0.33333334,1.0,0.0,1.2285714,0.0,35.0,0.071428575,1.0,0.39999998,0.0
185,2020-05-10,267.0,13.0,190.0,89.0,44.0,0.33333334,436.0,170.0,0.46842104,0.38990825,0.4357798,0.0,1.0,0.0,0.0
186,2020-05-10,79.0,5.0,33.0,165.0,9.0,1.0,208.0,87.0,5.0,0.41826922,0.15865384,0.0,1.0,-0.28571427,6.0
187,2020-05-10,73.0,20.0,51.0,29.0,1.0,0.6666667,116.0,17.0,0.5686275,0.14655173,0.43965518,0.1,1.0,0.25,0.0
188,2020-05-10,87.0,4.0,21.0,41.0,2.0,0.0,1.0,0.0,1.9523809,0.0,21.0,0.0,1.0,-0.6363636,9.0
189,2020-05-10,523.0,34.0,458.0,99.0,56.0,0.0,78.0,32.0,0.2161572,0.41025642,5.8717947,0.0,1.0,0.0,0.0
190,2020-05-10,35.0,5.0,20.0,22.0,3.0,0.33333334,16.0,6.0,1.1,0.375,1.25,0.0,1.0,1.5,3.0
191,2020-05-10,46.0,5.0,15.0,16.0,2.0,0.6666667,4.0,1.0,1.0666667,0.25,3.75,0.2,1.0,0.6666666,4.0
193,2020-05-10,11.0,3.0,6.0,28.0,9.0,0.33333334,71.0,33.0,4.6666665,0.46478873,0.08450704,0.0,1.0,0.0,19.0
194,2020-05-10,28.0,3.0,74.0,25.0,15.0,0.6666667,6.0,3.0,0.33783785,0.5,12.333333,0.0,1.0,0.0,6.0
196,2020-05-10,81.0,7.0,146.0,124.0,40.0,0.33333334,46.0,6.0,0.84931505,0.13043478,3.173913,0.0,1.0,-0.3,3.0
197,2020-05-10,26.0,0.0,11.0,1.0,1.0,0.6666667,9.0,9.0,0.09090909,1.0,1.2222222,0.0,1.0,0.0,0.0
198,2020-05-10,15.0,2.0,45.0,16.0,8.0,0.0,152.0,53.0,0.35555556,0.34868422,0.29605263,0.0,1.0,0.0,2.0
199,2020-05-10,5.0,0.0,2.0,0.0,5.0,0.0,186.0,69.0,0.0,0.37096775,0.010752688,0.0,1.0,-1.0,31.0
201,2020-05-10,2.0,3.0,1.0,4.0,3.0,0.33333334,3.0,0.0,4.0,0.0,0.33333334,0.0,1.0,0.0,2.0
202,2020-05-10,50.0,6.0,20.0,23.0,11.0,0.6666667,111.0,41.0,1.15,0.36936936,0.18018018,0.0,1.0,2.0,1.0
203,2020-05-10,51.0,16.0,32.0,46.0,18.0,0.0,12.0,4.0,1.4375,0.33333334,2.6666667,0.0,1.0,0.23076928,3.0
204,2020-05-10,31.0,13.0,67.0,40.0,19.0,0.0,29.0,12.0,0.5970149,0.41379312,2.310345,0.0,1.0,0.625,4.0
205,2020-05-10,24.0,0.0,22.0,6.0,2.0,0.33333334,995.0,351.0,0.27272728,0.35276383,0.022110553,0.0,1.0,0.0,123.0
207,2020-05-10,266.0,3.0,35.0,46.0,77.0,0.33333334,17.0,5.0,1.3142858,0.29411766,2.0588236,0.33333334,1.0,-0.5,2.0
208,2020-05-10,844.0,8.0,53.0,70.0,17.0,0.0,8.0,4.0,1.3207548,0.5,6.625,0.0,1.0,1.0,6.0
209,2020-05-10,670.0,29.0,45.0,30.0,8.0,0.6666667,64.0,6.0,0.6666667,0.09375,0.703125,0.0,1.0,0.03571427,0.0
210,2020-05-10,52.0,5.0,18.0,6.0,1.0,0.0,642.0,271.0,0.33333334,0.42211837,0.028037382,0.0,1.0,0.6666666,7.0
211,2020-05-10,35.0,9.0,16.0,12.0,1.0,1.3333334,102.0,13.0,0.75,0.12745099,0.15686275,0.11111111,1.0,-0.3076923,2.0
