account_id,observation_date,metric_group_1,metric_group_2,metric_group_3,dislike_per_month,adview_per_post,reply_per_message,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend,is_churn
769,01/03/2020,0.31533079785676377,-0.8768834836763875,-0.7974701763027006,1.654614249,0.07331336,-0.0108991,0.22091393,-0.197914868,0.68600038,False
778,01/03/2020,-0.94726632144809,-0.8768834836763875,0.6830821773196499,-2.140283358,0.171500015,-0.091615072,-4.526469779,-0.197914868,-0.544318752,False
791,01/03/2020,0.6781421388263776,-0.8768834836763875,-0.7974701763027006,-0.30577787,-1.201037531,-0.0108991,0.22091393,0.518885864,0.24660069,False
798,01/03/2020,1.3145679351710484,0.2572817789761224,-0.8190040942901818,0.120330802,0.037735954,-0.93913323,0.22091393,0.10928546,-0.544318752,False
856,01/03/2020,0.6790263309109625,-0.8768834836763875,-0.41479130855958163,-0.622986845,-0.268824122,-0.332686892,0.22091393,0.416485787,-0.017039124,False
878,01/03/2020,-0.7405423114761839,-0.01412003335431349,2.546554249843986,-0.622986845,-0.922888298,0.397925954,0.22091393,-0.197914868,-0.63219869,False
908,01/03/2020,2.835587110645888,-0.8768834836763875,-0.6649021582391735,1.509288799,-0.30074081,3.033708847,0.22091393,-0.32293826,-0.63219869,False
909,01/03/2020,-0.9088265595544406,2.015620872473984,1.1747634114916885,-0.45110332,1.52341191,-0.558999224,0.22091393,-0.197914868,0.334480628,False
1007,01/03/2020,-1.1054170942518156,0.7590158751541772,-2.511515035285185,-1.486819318,1.118180825,-1.124780056,0.22091393,-0.197914868,-0.544318752,False
1023,01/03/2020,0.5810559975569884,0.10986196585996123,2.7717499896702593,0.277820928,-0.343596259,0.172793534,0.22091393,-0.446038211,-0.544318752,False
1027,01/03/2020,-0.3521879675341419,-0.8768834836763875,-1.9918621374149654,-1.10456736,2.134449104,-1.124780056,0.22091393,0.160485573,-0.104919062,False
1033,01/03/2020,0.7791635879291241,-0.8768834836763875,-1.3266281312614887,2.059049568,0.548575316,3.330743768,0.22091393,0.160485573,-0.368558876,False
1041,01/03/2020,-1.7445184535597116,-0.8768834836763875,-1.1820660673057468,-0.45110332,-1.156850165,-0.700444432,0.22091393,-1.273116073,4.025438023,False
1146,01/03/2020,1.3273303381952783,0.1505063108737157,-0.9482162137699122,1.337405273,0.036250668,-0.877250946,0.22091393,-0.265114943,-0.544318752,False
1149,01/03/2020,-0.7519591191772351,-0.8768834836763875,0.36237477795075285,-0.833355279,0.0915649,-0.13466363,0.22091393,-0.914715599,1.828439573,False
1157,01/03/2020,0.6249408882548717,-0.8768834836763875,0.18261789073695409,0.277820928,0.443417424,-0.13466363,0.22091393,0.518885864,-0.63219869,False
1202,01/03/2020,0.21546445429965577,-0.8768834836763875,-0.021787243192202824,-2.140283358,0.395984286,-0.411896244,-4.526469779,0.447205855,-0.368558876,False
1281,01/03/2020,1.7657470240023636,-0.8768834836763875,1.5134297982355527,1.097105776,-0.361105877,-0.044653049,0.22091393,-0.645915406,-0.017039124,False
1315,01/03/2020,0.8622739252633371,-0.8768834836763875,2.2154455255733585,0.202360719,-0.107259697,-0.049308834,0.22091393,-0.044314634,-0.368558876,False
1318,01/03/2020,-0.3645372095560968,-0.8768834836763875,0.5681253478222409,-0.45110332,-0.331917725,0.360394552,0.22091393,1.146086639,-0.456438814,False
1350,01/03/2020,-0.7922640808796638,-0.8768834836763875,-1.1820660673057468,-0.833355279,1.461846316,-0.700444432,0.22091393,-1.004315772,0.68600038,False
1371,01/03/2020,0.1781745443166367,-0.8768834836763875,-1.8497890629370695,0.347686169,-0.493171286,1.84556916,0.22091393,0.518885864,-0.280678938,True
1378,01/03/2020,3.2596097785223925,-0.8768834836763875,0.5724669825635474,1.001150209,1.228840886,1.102981856,0.22091393,-0.197914868,-0.63219869,False
1416,01/03/2020,0.5834429533579696,0.23080381788302592,-1.4084481689878028,1.360684217,0.530882708,-0.382192752,0.22091393,-0.197914868,-0.63219869,False
1492,01/03/2020,-0.8520766377808635,-0.8768834836763875,0.9041276041447875,-1.10456736,0.680227858,0.422276729,0.22091393,-0.197914868,0.158720752,False
1526,01/03/2020,-0.7100479639484701,0.8486434169677605,-1.5159275651214081,-0.30577787,-0.821029224,-0.13466363,0.22091393,-1.273116073,2.707238953,True
1564,01/03/2020,0.647300688398913,-0.8768834836763875,1.281720664777211,-0.179891239,0.284715825,1.191085385,0.22091393,-0.384906399,-0.280678938,False
1609,01/03/2020,1.7985313218367676,1.1355543462939368,-1.5099305418382007,0.030477194,-1.195738405,-1.124780056,0.22091393,-0.257648296,-0.456438814,False
1663,01/03/2020,-0.21117609928120007,-0.8768834836763875,1.160353069024998,1.097105776,-0.721601692,0.337545735,0.22091393,-0.914715599,-0.63219869,False
1678,01/03/2020,0.44948493784252197,0.29018056673437037,1.684780705605571,1.097105776,1.340827986,0.497910731,0.22091393,0.447205855,-0.192799,False
1691,01/03/2020,0.37568858018673745,-0.8768834836763875,1.1568846040095648,1.602706681,-0.556785942,-0.069524466,0.22091393,-1.004315772,0.334480628,False
1704,01/03/2020,-0.45921617954614885,-0.8768834836763875,2.8815759026925756,-0.45110332,-0.42052117,0.280702251,0.22091393,1.594087176,-0.368558876,False
1748,01/03/2020,-0.01562538438010186,1.3269024557693265,-0.37295058847368767,1.469165751,1.52341191,0.954464396,0.22091393,-0.07844801,-0.63219869,False
1796,01/03/2020,-0.20556994808765483,-0.8768834836763875,1.22109321248041,0.966864637,-0.140581897,-0.13466363,0.22091393,-0.795248918,-0.104919062,False
1800,01/03/2020,1.3046802278601404,-0.8768834836763875,-1.843792039653862,-2.140283358,-1.099114497,-1.124780056,-4.526469779,-0.295660403,-0.63219869,False
1832,01/03/2020,-0.8977592648828084,4.312197005736301,-0.31995387045381707,0.530726622,0.741105509,0.246150347,0.22091393,-0.914715599,1.037520132,False
1837,01/03/2020,-0.289772563630723,-0.8768834836763875,0.8001814899271927,-1.10456736,1.999868231,-0.661868507,0.22091393,-0.914715599,1.476919821,False
1846,01/03/2020,0.4838219700084082,2.8299555421175278,-2.511515035285185,1.1560468,0.143984163,-1.124780056,0.22091393,0.877286337,-0.456438814,False
1859,01/03/2020,-0.8095148556833061,1.10442864147338,0.5194513330115388,0.584612678,-0.059857011,0.7188849,0.22091393,-0.73551547,0.422360566,False
1865,01/03/2020,0.6781644006361564,1.6217793254762511,-0.35963731615879496,-0.30577787,0.893696543,-0.063941012,0.22091393,-0.197914868,-0.456438814,False
1884,01/03/2020,0.4707663248327195,-0.8768834836763875,-1.7363126435202567,0.277820928,0.482209506,-1.124780056,0.22091393,-0.675782044,-0.63219869,False
1984,01/03/2020,1.0709297381697156,-0.8768834836763875,1.197737823556909,-0.179891239,-0.955151147,1.185491623,0.22091393,-0.404684349,-0.456438814,False
1989,01/03/2020,0.19434686659316322,0.29018056673437037,-1.5099305418382007,-2.140283358,-0.897665546,-1.124780056,-4.526469779,0.160485573,-0.192799,False
2006,01/03/2020,2.058151102152818,-0.8768834836763875,-1.2463828417057263,0.635584515,-0.307689199,-0.629721843,0.22091393,-0.496581893,-0.192799,False
2035,01/03/2020,-0.5898607230661047,-0.8768834836763875,-0.6272156709524161,-0.179891239,-0.922888298,-0.753486404,0.22091393,-0.556315234,0.158720752,False
2138,01/03/2020,2.868577085823294,0.10402819130885115,0.8317271538420778,1.891540757,-1.176170628,0.040062796,0.22091393,-0.144154859,-0.544318752,False
2256,01/03/2020,0.20540175436924632,0.3321591458597411,-0.4671167116182005,-0.45110332,-1.147216145,0.225378725,0.22091393,0.232165593,0.24660069,True
2292,01/03/2020,0.8049724467849175,0.20903381061030696,1.5230221136413205,0.966864637,-0.521895303,0.650601027,0.22091393,-0.090394721,-0.63219869,False
2317,01/03/2020,0.3865289308245861,0.3875805643553729,2.101925637120414,1.12703684,0.186529199,0.112865431,0.22091393,-0.466715169,-0.544318752,False
2331,01/03/2020,-1.2460520648253246,-0.8768834836763875,1.0560501439689924,-1.10456736,-1.095972595,1.569257652,0.22091393,-0.197914868,-0.63219869,False
2346,01/03/2020,-0.20318731309875232,-0.8768834836763875,-1.6484955831849353,0.347686169,0.413994448,-1.124780056,0.22091393,-0.965915745,0.070840814,False
2351,01/03/2020,-0.253966540307311,-0.8768834836763875,0.7726744787064224,0.120330802,1.414262526,0.195375168,0.22091393,-1.273116073,1.916319511,False
2362,01/03/2020,1.7343501890329174,1.934560711254455,0.14465307756617518,0.773794842,0.235855694,0.751229835,0.22091393,-0.466715169,-0.63219869,False
2394,01/03/2020,0.3242465168892373,-0.8768834836763875,0.30208865753772013,0.966864637,-0.325420376,0.001904116,0.22091393,1.41488694,-0.544318752,False
2411,01/03/2020,0.5546678842479231,-0.8768834836763875,-0.22107227481206052,0.855824759,-0.663015629,-0.343109194,0.22091393,0.518885864,-0.280678938,False
2414,01/03/2020,-1.9256219825897154,-0.8768834836763875,-0.6203517385632582,-0.45110332,-0.140581897,-0.382192752,0.22091393,-1.273116073,2.179959325,False
2434,01/03/2020,-1.0208429570990178,1.10442864147338,1.8613664223010884,0.584612678,0.07331336,-0.283181121,0.22091393,-0.556315234,0.24660069,False
2439,01/03/2020,-0.3621447161471254,-0.8768834836763875,0.7137211422011018,-0.30577787,5.15812108,1.195805269,0.22091393,-0.044314634,0.070840814,False
2465,01/03/2020,2.314866072405129,-0.8768834836763875,0.2530215801620029,1.263907082,0.480751631,-0.728733474,0.22091393,-0.329036966,-0.544318752,False
2478,01/03/2020,-0.9677796739783264,0.7590158751541772,0.6678057145608481,0.030477194,1.118180825,0.525414085,0.22091393,0.339685735,-0.104919062,False
2486,01/03/2020,1.1821830846700352,0.1505063108737157,-0.912521343215865,-0.45110332,-0.578534748,-0.896291645,0.22091393,0.070885433,-0.63219869,False
2510,01/03/2020,-0.8572456976525354,2.878384322796058,-1.022682515603788,-0.833355279,-0.42052117,-1.124780056,0.22091393,0.877286337,0.422360566,False
2596,01/03/2020,0.6613006640172382,-0.8768834836763875,-0.7467221959654875,-0.45110332,-0.093410116,-0.13466363,0.22091393,-0.197914868,-0.63219869,False
2600,01/03/2020,-0.299803849083701,-0.8768834836763875,-1.0745866711721415,-1.10456736,-0.603468959,-0.794741257,0.22091393,-0.73551547,1.476919821,False
2623,01/03/2020,-1.166645348429493,-0.01412003335431349,0.8149175794736307,-1.486819318,0.595747093,-0.744851658,0.22091393,-1.273116073,1.916319511,False
2634,01/03/2020,1.6707909810613144,-0.8768834836763875,0.5127478001858594,1.313536927,-0.474454431,0.360394552,0.22091393,0.723686104,-0.544318752,False
2645,01/03/2020,0.11772919421172677,-0.8768834836763875,0.006088036219440734,-0.622986845,-0.319350126,1.421233596,0.22091393,-0.287514943,-0.456438814,False
2656,01/03/2020,-0.73636335859973,-0.8768834836763875,0.9164467094328903,-0.179891239,1.914056485,-0.150895074,0.22091393,3.027688747,-0.544318752,False
2683,01/03/2020,0.6712858805845743,-0.8768834836763875,0.5284707592197762,0.635584515,-0.370764316,-0.429591921,0.22091393,-0.317381661,-0.368558876,False
2717,01/03/2020,0.9184564733336185,0.1505063108737157,-1.6484955831849353,-0.179891239,0.972822412,-1.124780056,0.22091393,-0.032499313,-0.63219869,False
2797,01/03/2020,-0.828771402585131,0.7590158751541772,1.428917356168289,-0.068851361,-0.030486933,0.431117231,0.22091393,0.339685735,-0.456438814,False
2826,01/03/2020,1.1915852313522375,-0.8768834836763875,0.08913536984618642,-0.179891239,-1.156850165,0.360394552,0.22091393,0.541285961,-0.544318752,False
2829,01/03/2020,0.6891857429238827,0.14037656783478308,0.28337973473294,1.654614249,0.987476215,-0.859570287,0.22091393,-0.491151536,0.070840814,False
2839,01/03/2020,-0.6950246600018637,1.7114068672898344,0.014887102899431334,0.202360719,0.823044704,0.622484207,0.22091393,-0.197914868,-0.63219869,True
2898,01/03/2020,0.143354607599823,0.7590158751541772,-0.8190040942901818,-1.10456736,0.094068019,-0.93913323,0.22091393,0.339685735,0.861760256,False
2915,01/03/2020,0.4602543480921225,-0.8768834836763875,0.24286825226348158,0.635584515,-0.88436885,1.22023253,0.22091393,-0.466715169,-0.544318752,False
3012,01/03/2020,0.1478366828918798,-0.8768834836763875,0.02013131461621224,-0.30577787,-1.21939448,-0.660662991,0.22091393,-0.063514717,-0.63219869,False
3014,01/03/2020,-1.5238665795777293,-0.8768834836763875,-0.2864902407475968,1.12703684,2.376943547,-0.76833815,0.22091393,0.339685735,0.334480628,False
3077,01/03/2020,-0.6045030477273108,-0.8768834836763875,-1.8497890629370695,-0.179891239,0.032502413,1.84556916,0.22091393,-0.556315234,0.422360566,False
3083,01/03/2020,0.020216998811572625,-0.8768834836763875,1.5531034093871368,-0.45110332,-0.298595525,0.074259951,0.22091393,-0.018714706,-0.368558876,False
3098,01/03/2020,0.37661719368218033,2.015620872473984,-1.5099305418382007,-0.45110332,2.500342679,-1.124780056,0.22091393,-1.138715922,0.598120442,True
3131,01/03/2020,0.1932276052877325,2.2899910998270627,-0.5549337726277218,-2.140283358,-0.75161909,0.525414085,-4.526469779,-0.466715169,0.68600038,False
3158,01/03/2020,1.4295825979371795,0.2572817789761224,2.4696759292337616,0.412729153,0.470455297,-0.177578909,0.22091393,0.10928546,-0.544318752,False
3232,01/03/2020,-0.8754425482674182,-0.01412003335431349,0.18261789073695409,-0.068851361,-0.23373107,-0.13466363,0.22091393,-1.273116073,-0.63219869,False
3244,01/03/2020,0.5075560027889859,1.3772891479068423,-0.8129695807752224,0.773794842,-0.471679765,0.855452854,0.22091393,1.146086639,-0.456438814,False
3249,01/03/2020,-0.949550262746246,2.2899910998270627,1.2121885957667515,0.202360719,2.134449104,1.011786908,0.22091393,-0.914715599,1.389039883,True
3309,01/03/2020,-1.4618120910414838,-0.8768834836763875,-1.462704183130377,-0.30577787,1.263539228,1.84556916,0.22091393,-1.273116073,2.004199449,True
3337,01/03/2020,-1.2277167753590832,-0.8768834836763875,-0.4458769537727107,-1.10456736,0.335874424,-0.276108809,0.22091393,-0.197914868,-0.63219869,False
3356,01/03/2020,-1.2486496544170163,-0.01412003335431349,-0.10225056830928618,-0.833355279,-0.905510072,-0.276108809,0.22091393,-0.197914868,-0.63219869,False
3363,01/03/2020,-1.6219564035307672,-0.8768834836763875,0.4789745940835927,-1.10456736,3.258630953,1.350510859,0.22091393,-0.197914868,0.949640194,False
3364,01/03/2020,-0.3859522771647035,-0.8768834836763875,-0.5996847303559274,0.855824759,-0.206625956,-0.775327203,0.22091393,-0.197914868,-0.280678938,False
3405,01/03/2020,-0.02640443379997604,0.7590158751541772,-0.4671167116182005,-0.179891239,-0.638962155,0.225378725,0.22091393,-0.627995328,0.68600038,False
3450,01/03/2020,1.0889499516567924,1.2852906683371301,-1.5159275651214081,0.815701711,0.885269514,-0.13466363,0.22091393,0.698086208,-0.456438814,False
3500,01/03/2020,-0.9657653549136476,-0.8768834836763875,0.7031542621295451,-0.45110332,0.787082902,-0.13466363,0.22091393,-0.197914868,1.213280008,False
3587,01/03/2020,-1.7648479749799297,-0.8768834836763875,-2.511515035285185,-0.30577787,-1.399344619,-1.124780056,0.22091393,-1.273116073,3.058758705,True
3616,01/03/2020,1.7075847255214713,0.09871877570077181,-0.49113961908352793,0.120330802,-1.095972595,-0.567839578,0.22091393,-0.090394721,-0.544318752,False
3627,01/03/2020,1.0904538836267104,-0.8768834836763875,0.3242552507439356,0.729938128,2.074902555,0.360394552,0.22091393,-0.436848456,-0.456438814,False
3648,01/03/2020,1.384722193434941,-0.8768834836763875,-0.6919213905788507,1.066193192,-0.727880077,0.360394552,0.22091393,-0.412955098,-0.544318752,True
3699,01/03/2020,-0.27463098453256485,-0.8768834836763875,0.4606459516886354,-0.068851361,2.487038511,0.745439733,0.22091393,-0.044314634,-0.544318752,False
3706,01/03/2020,-0.4469181559483854,2.015620872473984,0.5697027705436466,1.001150209,2.327636993,-0.110514454,0.22091393,-1.093915836,1.037520132,False
3708,01/03/2020,-0.3641486676359993,-0.8768834836763875,1.145264400592686,-0.622986845,0.595747093,-0.634263655,0.22091393,-0.556315234,-0.456438814,False
3751,01/03/2020,1.1616914831757614,0.2572817789761224,-1.6484955831849353,0.412729153,-1.272805141,-1.124780056,0.22091393,-0.528746,-0.456438814,False
3794,01/03/2020,0.10666622952129139,-0.8768834836763875,2.481665513271287,-0.30577787,-0.140581897,0.083844822,0.22091393,-0.295660403,-0.280678938,False
3826,01/03/2020,-0.15964149153505905,0.4641390054472525,-0.2933541724625549,1.238076718,-0.087940157,-0.944758887,0.22091393,-0.825115642,-0.544318752,False
3833,01/03/2020,0.13390617466994312,-0.8768834836763875,-2.1776535374695234,0.277820928,0.544588436,-1.124780056,0.22091393,0.339685735,0.070840814,True
3884,01/03/2020,1.720236924645223,-0.8768834836763875,-1.843792039653862,1.12703684,1.806313777,-1.124780056,0.22091393,0.017125427,0.334480628,True
3885,01/03/2020,-0.7595179983115441,-0.8768834836763875,0.6891004365501252,-1.486819318,-0.319350126,-0.629721843,0.22091393,-0.73551547,-0.544318752,False
3920,01/03/2020,-0.335722063309426,0.20903381061030696,-0.2556370967280376,-0.833355279,1.206784287,0.063359631,0.22091393,0.698086208,-0.544318752,False
3937,01/03/2020,-0.29992356082031973,-0.8768834836763875,-1.6580006395993039,-0.833355279,0.101912557,4.815918376,0.22091393,-0.73551547,1.740559635,False
3969,01/03/2020,0.0859260645610846,-0.8768834836763875,0.6925356972223321,1.637627315,0.171500015,-0.447332005,0.22091393,-0.73551547,-0.368558876,False
3986,01/03/2020,0.16797303067974517,-0.8768834836763875,0.41945578660182825,-0.30577787,0.892899866,-0.753486404,0.22091393,-0.627995328,0.24660069,False
3995,01/03/2020,-0.10999707429883913,-0.8768834836763875,-1.1288426853147155,0.4735728,-0.257784544,0.063359631,0.22091393,-0.843035591,1.476919821,False
3999,01/03/2020,-0.914312994966168,-0.8768834836763875,0.864933034244079,0.030477194,0.960167247,0.831303618,0.22091393,-0.197914868,0.422360566,False
4057,01/03/2020,-1.433100164793756,-0.8768834836763875,0.18861491334596162,0.030477194,-0.38307634,-0.908754666,0.22091393,-0.197914868,-0.63219869,False
4114,01/03/2020,0.6045688596120451,0.16205771623982926,-0.6624131687613273,-0.833355279,-0.103137109,0.996898003,0.22091393,0.608486036,-0.544318752,False
4121,01/03/2020,-0.1401086515966379,4.312197005736301,-1.6580006395993039,-0.179891239,-1.167197838,4.815918376,0.22091393,-1.004315772,0.861760256,False
4175,01/03/2020,-0.05427945661115196,0.19081846480543715,-1.6484955831849353,-0.833355279,2.081807426,-1.124780056,0.22091393,0.57008601,-0.63219869,False
4208,01/03/2020,-1.5076158699709536,0.7590158751541772,0.5249627260886148,1.427258881,-0.788307425,0.504121137,0.22091393,-0.197914868,0.070840814,False
4242,01/03/2020,-1.4955376897340222,2.015620872473984,-0.5148029528394084,-1.486819318,-0.140581897,-0.13466363,0.22091393,-0.197914868,1.476919821,False
4291,01/03/2020,0.7560748086444347,1.4395571914069627,-1.462704183130377,0.815701711,-0.663015629,1.84556916,0.22091393,-0.491151536,-0.63219869,False
4298,01/03/2020,-0.6810104962519529,-0.8768834836763875,-0.0292838514742949,-0.622986845,1.332076082,0.125893294,0.22091393,-0.436848456,0.334480628,False
4304,01/03/2020,-1.3143012651239292,-0.8768834836763875,1.1644333549090198,-0.30577787,1.52341191,-0.365690769,0.22091393,-0.73551547,0.68600038,False
4333,01/03/2020,0.5108394871836351,1.10442864147338,-1.0745866711721415,-0.068851361,0.565975812,-0.794741257,0.22091393,-0.197914868,-0.456438814,False
4408,01/03/2020,0.7324578458157345,-0.8768834836763875,0.9088190211909385,0.894309667,-1.103059488,-0.40340954,0.22091393,-0.869915621,-0.456438814,False
4436,01/03/2020,-0.8200436235063177,2.015620872473984,0.7273610562589595,0.120330802,-0.140581897,0.474638847,0.22091393,-1.004315772,-0.192799,False
4469,01/03/2020,-0.4802099658196569,-0.8768834836763875,-1.9823570810005966,0.120330802,1.360675239,-1.124780056,0.22091393,-1.273116073,3.498158395,True
4500,01/03/2020,1.6108549077788321,1.0821759145153358,-2.183650560752731,2.210618414,-0.695917885,-1.124780056,0.22091393,-0.404684349,-0.63219869,False
4514,01/03/2020,-0.4954032538898264,2.2899910998270627,0.8684014992595122,-2.140283358,0.983599896,1.590967757,-4.526469779,-0.197914868,-0.017039124,False
4614,01/03/2020,0.8504722443681597,-0.8768834836763875,-0.8009782101080617,0.773794842,-0.231401381,1.84556916,0.22091393,0.339685735,0.070840814,False
4628,01/03/2020,-0.55613451705433,-0.8768834836763875,0.5921096168934504,-0.622986845,0.327638538,-0.157689599,0.22091393,-1.119515915,0.861760256,False
4636,01/03/2020,-0.7506153075172127,-0.8768834836763875,0.1651010389123915,0.4735728,1.750709468,-0.096582209,0.22091393,0.877286337,0.070840814,True
4648,01/03/2020,0.2238898633699125,-0.8768834836763875,-0.10225056830928618,0.4735728,-0.206625956,-0.276108809,0.22091393,-0.305435014,-0.544318752,False
4676,01/03/2020,0.8713636782031077,1.4395571914069627,-0.16276343629426235,0.683941234,-0.917591254,-0.667803235,0.22091393,-0.611453766,-0.456438814,False
4681,01/03/2020,2.110022999954552,-0.8768834836763875,-2.1776535374695234,0.530726622,-0.578534748,-1.124780056,0.22091393,-0.295660403,-0.63219869,False
4711,01/03/2020,2.530061612111483,-0.8768834836763875,-1.9823570810005966,1.184190661,0.680227858,-1.124780056,0.22091393,-0.466715169,-0.017039124,False
4743,01/03/2020,-1.7638606877582164,-0.8768834836763875,-1.4531991260418085,-2.140283358,-0.663015629,-1.124780056,-4.526469779,-0.197914868,-0.63219869,False
4752,01/03/2020,2.35006200175548,1.071797260932381,-0.2457782195516483,2.299623081,-0.762431179,-0.299682985,0.22091393,0.04101872,-0.63219869,False
4764,01/03/2020,0.4469020571343895,-0.8768834836763875,-1.4084481689878028,0.530726622,1.71144288,-0.382192752,0.22091393,-0.332315018,-0.192799,False
4852,01/03/2020,0.15820591048655752,1.967192091795454,1.3129546224986843,-0.068851361,-0.528434729,-0.520641263,0.22091393,-0.795248918,-0.368558876,False
4900,01/03/2020,-0.29627320463755236,-0.8768834836763875,1.0037129491547792,0.530726622,0.044256557,1.170489726,0.22091393,0.070885433,-0.63219869,False
4934,01/03/2020,0.2173081331094653,-0.8768834836763875,1.4434945947883326,1.263907082,-0.255661779,0.741208471,0.22091393,-0.393406005,0.158720752,False
4937,01/03/2020,0.6075307636169368,1.762860099786776,-0.4285633152254926,1.211518642,-0.927258964,0.112865431,0.22091393,0.070885433,-0.544318752,False
4946,01/03/2020,0.08957303167598339,-0.8768834836763875,0.8843241205600978,0.120330802,-0.675411653,-0.08255224,0.22091393,0.160485573,-0.544318752,False
5073,01/03/2020,0.35023714218539026,-0.8768834836763875,-0.2993511957457623,0.120330802,-0.951044067,-0.196545926,0.22091393,0.339685735,-0.104919062,False
5079,01/03/2020,-0.20279434923659695,-0.8768834836763875,-0.2556370967280376,-0.622986845,0.693933766,0.063359631,0.22091393,-0.812315523,-0.192799,False
5081,01/03/2020,-0.27887733743894894,1.10442864147338,-1.3206311086524813,-0.30577787,1.398120128,-0.530710212,0.22091393,-0.197914868,-0.104919062,False
5126,01/03/2020,-0.28323081288276003,0.4641390054472525,1.1270063981625182,-1.10456736,1.52341191,-0.081143849,0.22091393,-0.60111532,-0.017039124,False
5128,01/03/2020,0.316475296890166,0.7590158751541772,-1.5159275651214081,0.202360719,-0.305787639,-0.13466363,0.22091393,-0.812315523,0.334480628,False
5150,01/03/2020,-0.6496238654322649,-0.8768834836763875,1.4875339413037068,-0.622986845,0.595747093,0.25096065,0.22091393,-0.197914868,-0.63219869,False
5171,01/03/2020,0.8629171375517218,1.2503440146774467,-0.6203517385632582,1.097105776,1.612015372,-0.382192752,0.22091393,0.339685735,-0.63219869,False
5176,01/03/2020,-0.6704002122719706,0.3875805643553729,0.19056020985132116,-0.45110332,1.263539228,0.572562438,0.22091393,1.952487542,-0.456438814,False
5196,01/03/2020,0.3295957137950412,1.3269024557693265,-0.36314534928995623,1.097105776,1.357124903,1.515530392,0.22091393,-0.197914868,-0.192799,False
5216,01/03/2020,-0.4600936085970733,0.5767937410848888,-1.1820660673057468,0.202360719,0.07331336,-0.700444432,0.22091393,-0.197914868,-0.544318752,False
5236,01/03/2020,-1.633817915348859,-0.8768834836763875,0.034510302744098977,-1.10456736,-1.399344619,-0.674727119,0.22091393,0.339685735,-0.544318752,False
